year;month;districtId;district;neighborhoodId;neighborhood;value
2015;1;2 ;ARGANZUELA;02004;LEGAZPI;17982
2015;1;2 ;ARGANZUELA;02003;CHOPERA;20011
2015;1;2 ;ARGANZUELA;02005;DELICIAS;26708
2015;1;2 ;ARGANZUELA;02001;IMPERIAL;22743
2015;1;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25656
2015;1;2 ;ARGANZUELA;02002;ACACIAS;36681
2015;1;2 ;ARGANZUELA;02007;ATOCHA;1095
2015;2;2 ;ARGANZUELA;02004;LEGAZPI;18044
2015;2;2 ;ARGANZUELA;02003;CHOPERA;19935
2015;2;2 ;ARGANZUELA;02001;IMPERIAL;22721
2015;2;2 ;ARGANZUELA;02007;ATOCHA;1088
2015;2;2 ;ARGANZUELA;02005;DELICIAS;26696
2015;2;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25612
2015;2;2 ;ARGANZUELA;02002;ACACIAS;36622
2015;3;2 ;ARGANZUELA;02007;ATOCHA;1080
2015;3;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25599
2015;3;2 ;ARGANZUELA;02001;IMPERIAL;22708
2015;3;2 ;ARGANZUELA;02003;CHOPERA;19945
2015;3;2 ;ARGANZUELA;02004;LEGAZPI;18107
2015;3;2 ;ARGANZUELA;02005;DELICIAS;26719
2015;3;2 ;ARGANZUELA;02002;ACACIAS;36648
2015;4;2 ;ARGANZUELA;02004;LEGAZPI;18090
2015;4;2 ;ARGANZUELA;02005;DELICIAS;26752
2015;4;2 ;ARGANZUELA;02002;ACACIAS;36600
2015;4;2 ;ARGANZUELA;02007;ATOCHA;1089
2015;4;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25595
2015;4;2 ;ARGANZUELA;02003;CHOPERA;19918
2015;4;2 ;ARGANZUELA;02001;IMPERIAL;22654
2015;5;2 ;ARGANZUELA;02003;CHOPERA;19987
2015;5;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25685
2015;5;2 ;ARGANZUELA;02001;IMPERIAL;22644
2015;5;2 ;ARGANZUELA;02005;DELICIAS;26838
2015;5;2 ;ARGANZUELA;02002;ACACIAS;36672
2015;5;2 ;ARGANZUELA;02007;ATOCHA;1093
2015;5;2 ;ARGANZUELA;02004;LEGAZPI;18134
2015;6;2 ;ARGANZUELA;02005;DELICIAS;26874
2015;6;2 ;ARGANZUELA;02007;ATOCHA;1091
2015;6;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25701
2015;6;2 ;ARGANZUELA;02001;IMPERIAL;22653
2015;6;2 ;ARGANZUELA;02003;CHOPERA;20082
2015;6;2 ;ARGANZUELA;02002;ACACIAS;36644
2015;6;2 ;ARGANZUELA;02004;LEGAZPI;18173
2015;7;2 ;ARGANZUELA;02002;ACACIAS;36588
2015;7;2 ;ARGANZUELA;02001;IMPERIAL;22593
2015;7;2 ;ARGANZUELA;02004;LEGAZPI;18206
2015;7;2 ;ARGANZUELA;02003;CHOPERA;19985
2015;7;2 ;ARGANZUELA;02007;ATOCHA;1094
2015;7;2 ;ARGANZUELA;02005;DELICIAS;26873
2015;7;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25598
2015;8;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25562
2015;8;2 ;ARGANZUELA;02003;CHOPERA;19976
2015;8;2 ;ARGANZUELA;02001;IMPERIAL;22647
2015;8;2 ;ARGANZUELA;02007;ATOCHA;1096
2015;8;2 ;ARGANZUELA;02004;LEGAZPI;18185
2015;8;2 ;ARGANZUELA;02005;DELICIAS;26898
2015;8;2 ;ARGANZUELA;02002;ACACIAS;36539
2015;9;2 ;ARGANZUELA;02003;CHOPERA;20019
2015;9;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25675
2015;9;2 ;ARGANZUELA;02004;LEGAZPI;18227
2015;9;2 ;ARGANZUELA;02007;ATOCHA;1109
2015;9;2 ;ARGANZUELA;02002;ACACIAS;36637
2015;9;2 ;ARGANZUELA;02001;IMPERIAL;22707
2015;9;2 ;ARGANZUELA;02005;DELICIAS;27032
2015;10;2 ;ARGANZUELA;02002;ACACIAS;36685
2015;10;2 ;ARGANZUELA;02004;LEGAZPI;18320
2015;10;2 ;ARGANZUELA;02007;ATOCHA;1110
2015;10;2 ;ARGANZUELA;02001;IMPERIAL;22724
2015;10;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25805
2015;10;2 ;ARGANZUELA;02005;DELICIAS;27140
2015;10;2 ;ARGANZUELA;02003;CHOPERA;20024
2015;11;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25778
2015;11;2 ;ARGANZUELA;02002;ACACIAS;36696
2015;11;2 ;ARGANZUELA;02004;LEGAZPI;18349
2015;11;2 ;ARGANZUELA;02007;ATOCHA;1109
2015;11;2 ;ARGANZUELA;02005;DELICIAS;27173
2015;11;2 ;ARGANZUELA;02003;CHOPERA;19931
2015;11;2 ;ARGANZUELA;02001;IMPERIAL;22713
2015;12;2 ;ARGANZUELA;02005;DELICIAS;27168
2015;12;2 ;ARGANZUELA;02002;ACACIAS;36694
2015;12;2 ;ARGANZUELA;02001;IMPERIAL;22735
2015;12;2 ;ARGANZUELA;02007;ATOCHA;1111
2015;12;2 ;ARGANZUELA;02003;CHOPERA;19971
2015;12;2 ;ARGANZUELA;02004;LEGAZPI;18421
2015;12;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25793
2015;1;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19477
2015;1;1 ;BARAJAS;21004;TIMON;10079
2015;1;1 ;BARAJAS;21002;AEROPUERTO;1776
2015;1;1 ;BARAJAS;21003;CASCO H.BARAJAS;7290
2015;1;1 ;BARAJAS;21005;CORRALEJOS;7228
2015;2;1 ;BARAJAS;21003;CASCO H.BARAJAS;7301
2015;2;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19488
2015;2;1 ;BARAJAS;21002;AEROPUERTO;1775
2015;2;1 ;BARAJAS;21004;TIMON;10134
2015;2;1 ;BARAJAS;21005;CORRALEJOS;7232
2015;3;1 ;BARAJAS;21002;AEROPUERTO;1788
2015;3;1 ;BARAJAS;21004;TIMON;10256
2015;3;1 ;BARAJAS;21003;CASCO H.BARAJAS;7295
2015;3;1 ;BARAJAS;21005;CORRALEJOS;7294
2015;3;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19512
2015;4;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19484
2015;4;1 ;BARAJAS;21005;CORRALEJOS;7278
2015;4;1 ;BARAJAS;21002;AEROPUERTO;1773
2015;4;1 ;BARAJAS;21003;CASCO H.BARAJAS;7257
2015;4;1 ;BARAJAS;21004;TIMON;10265
2015;5;1 ;BARAJAS;21005;CORRALEJOS;7287
2015;5;1 ;BARAJAS;21004;TIMON;10303
2015;5;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19493
2015;5;1 ;BARAJAS;21003;CASCO H.BARAJAS;7283
2015;5;1 ;BARAJAS;21002;AEROPUERTO;1781
2015;6;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19502
2015;6;1 ;BARAJAS;21003;CASCO H.BARAJAS;7313
2015;6;1 ;BARAJAS;21005;CORRALEJOS;7288
2015;6;1 ;BARAJAS;21004;TIMON;10382
2015;6;1 ;BARAJAS;21002;AEROPUERTO;1780
2015;7;1 ;BARAJAS;21002;AEROPUERTO;1785
2015;7;1 ;BARAJAS;21003;CASCO H.BARAJAS;7304
2015;7;1 ;BARAJAS;21004;TIMON;10389
2015;7;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19436
2015;7;1 ;BARAJAS;21005;CORRALEJOS;7230
2015;8;1 ;BARAJAS;21004;TIMON;10430
2015;8;1 ;BARAJAS;21003;CASCO H.BARAJAS;7327
2015;8;1 ;BARAJAS;21002;AEROPUERTO;1765
2015;8;1 ;BARAJAS;21005;CORRALEJOS;7259
2015;8;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19398
2015;9;1 ;BARAJAS;21002;AEROPUERTO;1771
2015;9;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19439
2015;9;1 ;BARAJAS;21005;CORRALEJOS;7286
2015;9;1 ;BARAJAS;21004;TIMON;10504
2015;9;1 ;BARAJAS;21003;CASCO H.BARAJAS;7321
2015;10;1 ;BARAJAS;21004;TIMON;10537
2015;10;1 ;BARAJAS;21003;CASCO H.BARAJAS;7319
2015;10;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19454
2015;10;1 ;BARAJAS;21002;AEROPUERTO;1772
2015;10;1 ;BARAJAS;21005;CORRALEJOS;7294
2015;11;1 ;BARAJAS;21004;TIMON;10564
2015;11;1 ;BARAJAS;21003;CASCO H.BARAJAS;7305
2015;11;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19391
2015;11;1 ;BARAJAS;21005;CORRALEJOS;7293
2015;11;1 ;BARAJAS;21002;AEROPUERTO;1770
2015;12;1 ;BARAJAS;21002;AEROPUERTO;1766
2015;12;1 ;BARAJAS;21005;CORRALEJOS;7323
2015;12;1 ;BARAJAS;21004;TIMON;10592
2015;12;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19366
2015;12;1 ;BARAJAS;21003;CASCO H.BARAJAS;7309
2015;1;1 ;CARABANCHEL;11001;COMILLAS;22239
2015;1;1 ;CARABANCHEL;11004;VISTA ALEGRE;44053
2015;1;1 ;CARABANCHEL;11002;OPAÑEL;31533
2015;1;1 ;CARABANCHEL;11007;ABRANTES;29084
2015;1;1 ;CARABANCHEL;11005;PUERTA BONITA;32632
2015;1;1 ;CARABANCHEL;11006;BUENAVISTA;43914
2015;1;1 ;CARABANCHEL;11003;SAN ISIDRO;37856
2015;2;1 ;CARABANCHEL;11001;COMILLAS;22245
2015;2;1 ;CARABANCHEL;11007;ABRANTES;29049
2015;2;1 ;CARABANCHEL;11005;PUERTA BONITA;32608
2015;2;1 ;CARABANCHEL;11004;VISTA ALEGRE;44026
2015;2;1 ;CARABANCHEL;11002;OPAÑEL;31544
2015;2;1 ;CARABANCHEL;11006;BUENAVISTA;43916
2015;2;1 ;CARABANCHEL;11003;SAN ISIDRO;37779
2015;3;1 ;CARABANCHEL;11006;BUENAVISTA;44121
2015;3;1 ;CARABANCHEL;11001;COMILLAS;22276
2015;3;1 ;CARABANCHEL;11004;VISTA ALEGRE;44052
2015;3;1 ;CARABANCHEL;11002;OPAÑEL;31631
2015;3;1 ;CARABANCHEL;11007;ABRANTES;29079
2015;3;1 ;CARABANCHEL;11005;PUERTA BONITA;32671
2015;3;1 ;CARABANCHEL;11003;SAN ISIDRO;37866
2015;4;1 ;CARABANCHEL;11001;COMILLAS;22237
2015;4;1 ;CARABANCHEL;11004;VISTA ALEGRE;44051
2015;4;1 ;CARABANCHEL;11007;ABRANTES;29052
2015;4;1 ;CARABANCHEL;11003;SAN ISIDRO;37840
2015;4;1 ;CARABANCHEL;11006;BUENAVISTA;44147
2015;4;1 ;CARABANCHEL;11002;OPAÑEL;31570
2015;4;1 ;CARABANCHEL;11005;PUERTA BONITA;32651
2015;5;1 ;CARABANCHEL;11003;SAN ISIDRO;37876
2015;5;1 ;CARABANCHEL;11002;OPAÑEL;31618
2015;5;1 ;CARABANCHEL;11005;PUERTA BONITA;32729
