year;month;town_id;districtId;district;neighborhoodId;neighborhood;value
2013;1;79;2;ARGANZUELA;2005;DELICIAS;27462
2013;1;79;2;ARGANZUELA;2002;ACACIAS;37530
2013;1;79;2;ARGANZUELA;2006;PALOS DE MOGUER;27125
2013;1;79;2;ARGANZUELA;2004;LEGAZPI;17548
2013;1;79;2;ARGANZUELA;2007;ATOCHA;1102
2013;1;79;2;ARGANZUELA;2001;IMPERIAL;23251
2013;1;79;2;ARGANZUELA;2003;CHOPERA;20839
2013;2;79;2;ARGANZUELA;2003;CHOPERA;20779
2013;2;79;2;ARGANZUELA;2007;ATOCHA;1097
2013;2;79;2;ARGANZUELA;2006;PALOS DE MOGUER;27060
2013;2;79;2;ARGANZUELA;2002;ACACIAS;37525
2013;2;79;2;ARGANZUELA;2001;IMPERIAL;23242
2013;2;79;2;ARGANZUELA;2005;DELICIAS;27380
2013;2;79;2;ARGANZUELA;2004;LEGAZPI;17559
2013;3;79;2;ARGANZUELA;2005;DELICIAS;27248
2013;3;79;2;ARGANZUELA;2002;ACACIAS;37294
2013;3;79;2;ARGANZUELA;2007;ATOCHA;1092
2013;3;79;2;ARGANZUELA;2004;LEGAZPI;17478
2013;3;79;2;ARGANZUELA;2006;PALOS DE MOGUER;26783
2013;3;79;2;ARGANZUELA;2003;CHOPERA;20576
2013;3;79;2;ARGANZUELA;2001;IMPERIAL;23108
2013;4;79;2;ARGANZUELA;2004;LEGAZPI;17492
2013;4;79;2;ARGANZUELA;2007;ATOCHA;1097
2013;4;79;2;ARGANZUELA;2006;PALOS DE MOGUER;26775
2013;4;79;2;ARGANZUELA;2005;DELICIAS;27296
2013;4;79;2;ARGANZUELA;2001;IMPERIAL;23109
2013;4;79;2;ARGANZUELA;2002;ACACIAS;37320
2013;4;79;2;ARGANZUELA;2003;CHOPERA;20590
2013;5;79;2;ARGANZUELA;2006;PALOS DE MOGUER;26680
2013;5;79;2;ARGANZUELA;2002;ACACIAS;37243
2013;5;79;2;ARGANZUELA;2005;DELICIAS;27210
2013;5;79;2;ARGANZUELA;2004;LEGAZPI;17497
2013;5;79;2;ARGANZUELA;2007;ATOCHA;1098
2013;5;79;2;ARGANZUELA;2003;CHOPERA;20472
2013;5;79;2;ARGANZUELA;2001;IMPERIAL;23046
2013;6;79;2;ARGANZUELA;2005;DELICIAS;27211
2013;6;79;2;ARGANZUELA;2004;LEGAZPI;17556
2013;6;79;2;ARGANZUELA;2001;IMPERIAL;22997
2013;6;79;2;ARGANZUELA;2006;PALOS DE MOGUER;26657
2013;6;79;2;ARGANZUELA;2002;ACACIAS;37263
2013;6;79;2;ARGANZUELA;2007;ATOCHA;1092
2013;6;79;2;ARGANZUELA;2003;CHOPERA;20462
2013;7;79;2;ARGANZUELA;2002;ACACIAS;37115
2013;7;79;2;ARGANZUELA;2007;ATOCHA;1090
2013;7;79;2;ARGANZUELA;2005;DELICIAS;27028
2013;7;79;2;ARGANZUELA;2006;PALOS DE MOGUER;26416
2013;7;79;2;ARGANZUELA;2004;LEGAZPI;17495
2013;7;79;2;ARGANZUELA;2001;IMPERIAL;22919
2013;7;79;2;ARGANZUELA;2003;CHOPERA;20300
2013;8;79;2;ARGANZUELA;2003;CHOPERA;20294
