year,month,district,zone,value
2005,1,ARGANZUELA,IMPERIAL,23059
2005,1,ARGANZUELA,PALOS DE MOGUER,29371
2005,1,ARGANZUELA,ATOCHA,1168
2005,1,ARGANZUELA,DELICIAS,25544
2005,1,ARGANZUELA,CHOPERA,22676
2005,1,ARGANZUELA,ACACIAS,37880
2005,1,ARGANZUELA,LEGAZPI,9438
2005,2,ARGANZUELA,LEGAZPI,9504
2005,2,ARGANZUELA,PALOS DE MOGUER,29493
2005,2,ARGANZUELA,ATOCHA,1161
2005,2,ARGANZUELA,ACACIAS,37995
2005,2,ARGANZUELA,IMPERIAL,23102
2005,2,ARGANZUELA,DELICIAS,25658
2005,2,ARGANZUELA,CHOPERA,22755
2005,3,ARGANZUELA,CHOPERA,22825
2005,3,ARGANZUELA,IMPERIAL,23104
2005,3,ARGANZUELA,LEGAZPI,9586
2005,3,ARGANZUELA,ATOCHA,1150
2005,3,ARGANZUELA,ACACIAS,38062
2005,3,ARGANZUELA,DELICIAS,25742
2005,3,ARGANZUELA,PALOS DE MOGUER,29535
2005,4,ARGANZUELA,LEGAZPI,9637
2005,4,ARGANZUELA,ACACIAS,38005
2005,4,ARGANZUELA,PALOS DE MOGUER,29489
2005,4,ARGANZUELA,DELICIAS,25724
2005,4,ARGANZUELA,IMPERIAL,23025
2005,4,ARGANZUELA,ATOCHA,1141
2005,4,ARGANZUELA,CHOPERA,22760
2005,5,ARGANZUELA,CHOPERA,22724
2005,5,ARGANZUELA,LEGAZPI,9701
2005,5,ARGANZUELA,PALOS DE MOGUER,29551
2005,5,ARGANZUELA,ATOCHA,1137
2005,5,ARGANZUELA,IMPERIAL,23060
2005,5,ARGANZUELA,DELICIAS,25798
2005,5,ARGANZUELA,ACACIAS,38031
2005,6,ARGANZUELA,CHOPERA,22654
2005,6,ARGANZUELA,LEGAZPI,9783
2005,6,ARGANZUELA,PALOS DE MOGUER,29571
2005,6,ARGANZUELA,ACACIAS,37982
2005,6,ARGANZUELA,ATOCHA,1118
2005,6,ARGANZUELA,IMPERIAL,23055
2005,6,ARGANZUELA,DELICIAS,25861
2005,7,ARGANZUELA,DELICIAS,25880
2005,7,ARGANZUELA,ATOCHA,1116
2005,7,ARGANZUELA,CHOPERA,22674
2005,7,ARGANZUELA,LEGAZPI,9828
2005,7,ARGANZUELA,PALOS DE MOGUER,29521
2005,7,ARGANZUELA,ACACIAS,37976
2005,7,ARGANZUELA,IMPERIAL,23056
2005,8,ARGANZUELA,CHOPERA,22705
2005,8,ARGANZUELA,PALOS DE MOGUER,29595
2005,8,ARGANZUELA,IMPERIAL,23103
2005,8,ARGANZUELA,LEGAZPI,9979
2005,8,ARGANZUELA,ACACIAS,38049
2005,8,ARGANZUELA,DELICIAS,25961
2005,8,ARGANZUELA,ATOCHA,1119
2005,9,ARGANZUELA,CHOPERA,22665
2005,9,ARGANZUELA,ACACIAS,38036
2005,9,ARGANZUELA,IMPERIAL,23125
2005,9,ARGANZUELA,DELICIAS,25929
2005,9,ARGANZUELA,PALOS DE MOGUER,29587
2005,9,ARGANZUELA,ATOCHA,1119
2005,9,ARGANZUELA,LEGAZPI,10058
2005,10,ARGANZUELA,DELICIAS,26041
2005,10,ARGANZUELA,PALOS DE MOGUER,29648
2005,10,ARGANZUELA,LEGAZPI,10175
2005,10,ARGANZUELA,CHOPERA,22747
2005,10,ARGANZUELA,IMPERIAL,23163
2005,10,ARGANZUELA,ATOCHA,1123
2005,10,ARGANZUELA,ACACIAS,38202
2005,11,ARGANZUELA,CHOPERA,22699
2005,11,ARGANZUELA,PALOS DE MOGUER,29645
2005,11,ARGANZUELA,IMPERIAL,23178
2005,11,ARGANZUELA,LEGAZPI,10237
2005,11,ARGANZUELA,DELICIAS,25991
2005,11,ARGANZUELA,ACACIAS,38158
2005,11,ARGANZUELA,ATOCHA,1119
2005,12,ARGANZUELA,CHOPERA,22602
2005,12,ARGANZUELA,LEGAZPI,10343
2005,12,ARGANZUELA,DELICIAS,25929
2005,12,ARGANZUELA,IMPERIAL,23149
2005,12,ARGANZUELA,PALOS DE MOGUER,29564
2005,12,ARGANZUELA,ATOCHA,1118
2005,12,ARGANZUELA,ACACIAS,38075
2005,1,BARAJAS,CORRALEJOS,4752
2005,1,BARAJAS,CASCO H.BARAJAS,7830
2005,1,BARAJAS,ALAMEDA DE OSUNA,20154
2005,1,BARAJAS,AEROPUERTO,2320
2005,1,BARAJAS,TIMON,7604
2005,2,BARAJAS,TIMON,7627
2005,2,BARAJAS,ALAMEDA DE OSUNA,20235
2005,2,BARAJAS,CASCO H.BARAJAS,7872
2005,2,BARAJAS,CORRALEJOS,4797
2005,2,BARAJAS,AEROPUERTO,2334
2005,3,BARAJAS,ALAMEDA DE OSUNA,20273
2005,3,BARAJAS,TIMON,7635
2005,3,BARAJAS,AEROPUERTO,2341
2005,3,BARAJAS,CORRALEJOS,4817
2005,3,BARAJAS,CASCO H.BARAJAS,7902
2005,4,BARAJAS,AEROPUERTO,2330
2005,4,BARAJAS,CORRALEJOS,4857
2005,4,BARAJAS,ALAMEDA DE OSUNA,20288
2005,4,BARAJAS,TIMON,7651
2005,4,BARAJAS,CASCO H.BARAJAS,7908
2005,5,BARAJAS,AEROPUERTO,2338
2005,5,BARAJAS,TIMON,7690
2005,5,BARAJAS,ALAMEDA DE OSUNA,20318
2005,5,BARAJAS,CASCO H.BARAJAS,7906
2005,5,BARAJAS,CORRALEJOS,4880
2005,6,BARAJAS,CASCO H.BARAJAS,7898
2005,6,BARAJAS,CORRALEJOS,4900
2005,6,BARAJAS,AEROPUERTO,2309
2005,6,BARAJAS,ALAMEDA DE OSUNA,20346
2005,6,BARAJAS,TIMON,7714
2005,7,BARAJAS,ALAMEDA DE OSUNA,20331
2005,7,BARAJAS,AEROPUERTO,2305
2005,7,BARAJAS,CORRALEJOS,4942
2005,7,BARAJAS,TIMON,7698
2005,7,BARAJAS,CASCO H.BARAJAS,7908
2005,8,BARAJAS,ALAMEDA DE OSUNA,20401
2005,8,BARAJAS,TIMON,7743
2005,8,BARAJAS,AEROPUERTO,2310
2005,8,BARAJAS,CORRALEJOS,4980
2005,8,BARAJAS,CASCO H.BARAJAS,7943
2005,9,BARAJAS,ALAMEDA DE OSUNA,20432
2005,9,BARAJAS,TIMON,7742
2005,9,BARAJAS,CORRALEJOS,4985
2005,9,BARAJAS,CASCO H.BARAJAS,7959
2005,9,BARAJAS,AEROPUERTO,2308
2005,10,BARAJAS,CASCO H.BARAJAS,7980
2005,10,BARAJAS,TIMON,7760
2005,10,BARAJAS,ALAMEDA DE OSUNA,20511
2005,10,BARAJAS,AEROPUERTO,2323
2005,10,BARAJAS,CORRALEJOS,5011
2005,11,BARAJAS,CASCO H.BARAJAS,7983
2005,11,BARAJAS,CORRALEJOS,5048
2005,11,BARAJAS,ALAMEDA DE OSUNA,20548
2005,11,BARAJAS,TIMON,7799
2005,11,BARAJAS,AEROPUERTO,2307
2005,12,BARAJAS,CASCO H.BARAJAS,7939
2005,12,BARAJAS,TIMON,7812
2005,12,BARAJAS,AEROPUERTO,2323
2005,12,BARAJAS,ALAMEDA DE OSUNA,20530
2005,12,BARAJAS,CORRALEJOS,5088
2005,1,CARABANCHEL,PUERTA BONITA,35124
2005,1,CARABANCHEL,ABRANTES,30349
2005,1,CARABANCHEL,BUENAVISTA,28206
2005,1,CARABANCHEL,SAN ISIDRO,40757
2005,1,CARABANCHEL,OPAÑEL,34413
2005,1,CARABANCHEL,VISTA ALEGRE,49570
2005,1,CARABANCHEL,COMILLAS,25191
2005,2,CARABANCHEL,OPAÑEL,34429
2005,2,CARABANCHEL,COMILLAS,25275
2005,2,CARABANCHEL,SAN ISIDRO,40893
2005,2,CARABANCHEL,BUENAVISTA,28558
2005,2,CARABANCHEL,ABRANTES,30432
2005,2,CARABANCHEL,VISTA ALEGRE,49755
2005,2,CARABANCHEL,PUERTA BONITA,35260
2005,3,CARABANCHEL,PUERTA BONITA,35299
2005,3,CARABANCHEL,SAN ISIDRO,40892
2005,3,CARABANCHEL,COMILLAS,25270
2005,3,CARABANCHEL,OPAÑEL,34438
2005,3,CARABANCHEL,VISTA ALEGRE,49774
2005,3,CARABANCHEL,ABRANTES,30556
2005,3,CARABANCHEL,BUENAVISTA,28934
2005,4,CARABANCHEL,VISTA ALEGRE,49704
2005,4,CARABANCHEL,ABRANTES,30516
2005,4,CARABANCHEL,PUERTA BONITA,35256
2005,4,CARABANCHEL,SAN ISIDRO,40792
2005,4,CARABANCHEL,COMILLAS,25183
2005,4,CARABANCHEL,OPAÑEL,34411
2005,4,CARABANCHEL,BUENAVISTA,29217
2005,5,CARABANCHEL,OPAÑEL,34441
2005,5,CARABANCHEL,COMILLAS,25209
2005,5,CARABANCHEL,BUENAVISTA,29495
2005,5,CARABANCHEL,ABRANTES,30616
2005,5,CARABANCHEL,PUERTA BONITA,35322
2005,5,CARABANCHEL,SAN ISIDRO,40825
2005,5,CARABANCHEL,VISTA ALEGRE,49720
2005,6,CARABANCHEL,ABRANTES,30646
2005,6,CARABANCHEL,COMILLAS,25231
2005,6,CARABANCHEL,VISTA ALEGRE,49732
2005,6,CARABANCHEL,BUENAVISTA,29806
2005,6,CARABANCHEL,PUERTA BONITA,35417
2005,6,CARABANCHEL,SAN ISIDRO,40885
2005,6,CARABANCHEL,OPAÑEL,34432
2005,7,CARABANCHEL,ABRANTES,30678
2005,7,CARABANCHEL,BUENAVISTA,30060
2005,7,CARABANCHEL,OPAÑEL,34406
2005,7,CARABANCHEL,COMILLAS,25218
2005,7,CARABANCHEL,PUERTA BONITA,35411
2005,7,CARABANCHEL,SAN ISIDRO,40867
2005,7,CARABANCHEL,VISTA ALEGRE,49675
2005,8,CARABANCHEL,SAN ISIDRO,41032
2005,8,CARABANCHEL,VISTA ALEGRE,49863
2005,8,CARABANCHEL,ABRANTES,30870
2005,8,CARABANCHEL,PUERTA BONITA,35610
2005,8,CARABANCHEL,COMILLAS,25283
2005,8,CARABANCHEL,BUENAVISTA,30480
2005,8,CARABANCHEL,OPAÑEL,34497
2005,9,CARABANCHEL,BUENAVISTA,30775
2005,9,CARABANCHEL,PUERTA BONITA,35620
2005,9,CARABANCHEL,VISTA ALEGRE,49849
2005,9,CARABANCHEL,OPAÑEL,34477
2005,9,CARABANCHEL,ABRANTES,30958
2005,9,CARABANCHEL,COMILLAS,25229
2005,9,CARABANCHEL,SAN ISIDRO,40964
2005,10,CARABANCHEL,SAN ISIDRO,41107
2005,10,CARABANCHEL,ABRANTES,31092
2005,10,CARABANCHEL,OPAÑEL,34598
2005,10,CARABANCHEL,BUENAVISTA,31173
2005,10,CARABANCHEL,VISTA ALEGRE,50116
2005,10,CARABANCHEL,COMILLAS,25328
2005,10,CARABANCHEL,PUERTA BONITA,35810
2005,11,CARABANCHEL,VISTA ALEGRE,50120
2005,11,CARABANCHEL,COMILLAS,25257
2005,11,CARABANCHEL,SAN ISIDRO,41144
2005,11,CARABANCHEL,ABRANTES,31078
2005,11,CARABANCHEL,BUENAVISTA,31388
2005,11,CARABANCHEL,PUERTA BONITA,35798
2005,11,CARABANCHEL,OPAÑEL,34538
2005,12,CARABANCHEL,PUERTA BONITA,35779
2005,12,CARABANCHEL,SAN ISIDRO,41030
2005,12,CARABANCHEL,OPAÑEL,34396
2005,12,CARABANCHEL,VISTA ALEGRE,50031
2005,12,CARABANCHEL,ABRANTES,31039
2005,12,CARABANCHEL,COMILLAS,25219
2005,12,CARABANCHEL,BUENAVISTA,31612
2005,1,CENTRO,EMBAJADORES,52330
2005,1,CENTRO,PALACIO,25192
2005,1,CENTRO,CORTES,11876
2005,1,CENTRO,JUSTICIA,18189
2005,1,CENTRO,UNIVERSIDAD,36046
2005,1,CENTRO,SOL,9055
2005,2,CENTRO,PALACIO,25254
2005,2,CENTRO,CORTES,11903
2005,2,CENTRO,UNIVERSIDAD,36205
2005,2,CENTRO,SOL,9074
2005,2,CENTRO,JUSTICIA,18247
2005,2,CENTRO,EMBAJADORES,52559
2005,3,CENTRO,UNIVERSIDAD,36308
2005,3,CENTRO,SOL,9070
2005,3,CENTRO,CORTES,11886
2005,3,CENTRO,JUSTICIA,18266
2005,3,CENTRO,PALACIO,25252
2005,3,CENTRO,EMBAJADORES,52727
2005,4,CENTRO,SOL,9042
2005,4,CENTRO,EMBAJADORES,52690
2005,4,CENTRO,CORTES,11878
2005,4,CENTRO,PALACIO,25253
2005,4,CENTRO,JUSTICIA,18204
2005,4,CENTRO,UNIVERSIDAD,36158
2005,5,CENTRO,SOL,9052
2005,5,CENTRO,EMBAJADORES,52863
2005,5,CENTRO,JUSTICIA,18219
2005,5,CENTRO,PALACIO,25277
2005,5,CENTRO,CORTES,11923
2005,5,CENTRO,UNIVERSIDAD,36201
2005,6,CENTRO,CORTES,11935
2005,6,CENTRO,EMBAJADORES,52907
2005,6,CENTRO,SOL,9036
2005,6,CENTRO,UNIVERSIDAD,36233
2005,6,CENTRO,PALACIO,25253
2005,6,CENTRO,JUSTICIA,18236
2005,7,CENTRO,SOL,9042
2005,7,CENTRO,UNIVERSIDAD,36209
2005,7,CENTRO,EMBAJADORES,52815
2005,7,CENTRO,CORTES,11919
2005,7,CENTRO,PALACIO,25262
2005,7,CENTRO,JUSTICIA,18243
2005,8,CENTRO,UNIVERSIDAD,36375
2005,8,CENTRO,CORTES,11940
2005,8,CENTRO,EMBAJADORES,52974
2005,8,CENTRO,SOL,9078
2005,8,CENTRO,PALACIO,25303
2005,8,CENTRO,JUSTICIA,18249
2005,9,CENTRO,PALACIO,25244
2005,9,CENTRO,UNIVERSIDAD,36237
2005,9,CENTRO,JUSTICIA,18193
2005,9,CENTRO,SOL,9043
2005,9,CENTRO,EMBAJADORES,52844
2005,9,CENTRO,CORTES,11911
2005,10,CENTRO,UNIVERSIDAD,36376
2005,10,CENTRO,EMBAJADORES,53003
2005,10,CENTRO,JUSTICIA,18328
2005,10,CENTRO,SOL,9111
2005,10,CENTRO,PALACIO,25358
2005,10,CENTRO,CORTES,11965
2005,11,CENTRO,JUSTICIA,18282
2005,11,CENTRO,SOL,9092
2005,11,CENTRO,CORTES,11930
2005,11,CENTRO,EMBAJADORES,53024
2005,11,CENTRO,UNIVERSIDAD,36394
2005,11,CENTRO,PALACIO,25328
2005,12,CENTRO,CORTES,11891
2005,12,CENTRO,UNIVERSIDAD,36272
2005,12,CENTRO,EMBAJADORES,52792
2005,12,CENTRO,PALACIO,25216
2005,12,CENTRO,SOL,9039
2005,12,CENTRO,JUSTICIA,18203
2005,1,CHAMARTIN,EL VISO,15800
2005,1,CHAMARTIN,NUEVA ESPAÑA,22931
2005,1,CHAMARTIN,PROSPERIDAD,38001
2005,1,CHAMARTIN,CIUDAD JARDIN,18877
2005,1,CHAMARTIN,CASTILLA,17118
2005,1,CHAMARTIN,HISPANOAMERICA,30811
2005,2,CHAMARTIN,CASTILLA,17152
2005,2,CHAMARTIN,EL VISO,15844
2005,2,CHAMARTIN,CIUDAD JARDIN,18918
