year;townId;name;value
1999;1; La Acebeda;47
1999;2;Ajalvir;1936
1999;3;Alameda del Valle;186
1999;4; El Álamo;4429
1999;5;Alcalá de Henares;164463
1999;6;Alcobendas;87924
1999;7;Alcorcón;142048
1999;8;Aldea del Fresno;1396
1999;9;Algete;14033
1999;10;Alpedrete;6337
1999;11;Ambite;301
1999;12;Anchuelo;576
1999;13;Aranjuez;39326
1999;14;Arganda del Rey;30231
1999;15;Arroyomolinos;3101
1999;16; El Atazar;89
1999;17;Batres;787
1999;18;Becerril de la Sierra;3055
1999;19;Belmonte de Tajo;1139
1999;21; El Berrueco;309
1999;20;Berzosa del Lozoya;100
1999;22;Boadilla del Monte;19300
1999;23; El Boalo;2845
1999;24;Braojos;154
1999;25;Brea de Tajo;464
1999;26;Brunete;4931
1999;27;Buitrago del Lozoya;1419
1999;28;Bustarviejo;1390
1999;29;Cabanillas de la Sierra;448
1999;30; La Cabrera;1591
1999;31;Cadalso de los Vidrios;2223
1999;32;Camarma de Esteruelas;2313
1999;33;Campo Real;2644
1999;34;Canencia;444
1999;35;Carabaña;1149
1999;36;Casarrubuelos;668
1999;37;Cenicientos;1850
1999;38;Cercedilla;5488
1999;39;Cervera de Buitrago;90
1999;51;Chapinería;1304
1999;52;Chinchón;3991
1999;40;Ciempozuelos;13231
1999;41;Cobeña;2624
1999;46;Collado Mediano;4341
1999;47;Collado Villalba;40872
1999;43;Colmenar de Oreja;5424
1999;42;Colmenar del Arroyo;862
1999;45;Colmenar Viejo;31445
1999;44;Colmenarejo;4014
1999;48;Corpa;356
1999;49;Coslada;76538
1999;50;Cubas de la Sagra;1563
1999;53;Daganzo de Arriba;3483
1999;54; El Escorial;10053
1999;55;Estremera;1004
1999;56;Fresnedillas de la Oliva;697
1999;57;Fresno de Torote;538
1999;58;Fuenlabrada;171173
1999;59;Fuente el Saz de Jarama;3720
1999;60;Fuentidueña de Tajo;1447
1999;61;Galapagar;20534
1999;62;Garganta de los Montes;326
1999;63;Gargantilla del Lozoya y Pinilla de Buitrago;232
1999;64;Gascones;100
1999;65;Getafe;145371
1999;66;Griñón;4009
1999;67;Guadalix de la Sierra;2844
1999;68;Guadarrama;8805
1999;69; La Hiruela;65
1999;70;Horcajo de la Sierra-Aoslos;139
1999;71;Horcajuelo de la Sierra;93
1999;72;Hoyo de Manzanares;5362
1999;73;Humanes de Madrid;9039
1999;74;Leganés;173163
1999;75;Loeches;2910
1999;76;Lozoya;442
1999;901;Lozoyuela-Navas-Sieteiglesias;641
1999;78;Madarcos;26
1999;79;Madrid;2879052
1999;80;Majadahonda;43955
1999;82;Manzanares el Real;3453
1999;83;Meco;5667
1999;84;Mejorada del Campo;15500
1999;85;Miraflores de la Sierra;3606
1999;86; El Molar;3628
1999;87; Los Molinos;3165
1999;88;Montejo de la Sierra;291
1999;89;Moraleja de Enmedio;2878
1999;90;Moralzarzal;4449
1999;91;Morata de Tajuña;5420
1999;92;Móstoles;195351
1999;93;Navacerrada;1824
1999;94;Navalafuente;496
1999;95;Navalagamella;1040
1999;96;Navalcarnero;12913
1999;97;Navarredonda y San Mamés;106
1999;99;Navas del Rey;1583
1999;100;Nuevo Baztán;2624
1999;101;Olmeda de las Fuentes;151
1999;102;Orusco de Tajuña;665
1999;104;Paracuellos de Jarama;5757
1999;106;Parla;72975
1999;107;Patones;370
1999;108;Pedrezuela;1322
1999;109;Pelayos de la Presa;1328
1999;110;Perales de Tajuña;2054
1999;111;Pezuela de las Torres;584
1999;112;Pinilla del Valle;159
1999;113;Pinto;27204
1999;114;Piñuécar-Gandullas;152
1999;115;Pozuelo de Alarcón;64778
1999;116;Pozuelo del Rey;215
1999;117;Prádena del Rincón;99
1999;118;Puebla de la Sierra;77
1999;902;Puentes Viejas;415
1999;119;Quijorna;1001
1999;120;Rascafría;1621
1999;121;Redueña;158
1999;122;Ribatejada;359
1999;123;Rivas-Vaciamadrid;27422
1999;124;Robledillo de la Jara;78
1999;125;Robledo de Chavela;2180
1999;126;Robregordo;86
1999;127; Las Rozas de Madrid;51650
1999;128;Rozas de Puerto Real;294
1999;129;San Agustín del Guadalix;5673
1999;130;San Fernando de Henares;32144
1999;131;San Lorenzo de El Escorial;11350
1999;132;San Martín de la Vega;10060
1999;133;San Martín de Valdeiglesias;6034
1999;134;San Sebastián de los Reyes;58215
1999;135;Santa María de la Alameda;747
1999;136;Santorcaz;550
1999;137; Los Santos de la Humosa;895
1999;138; La Serna del Monte;100
1999;140;Serranillos del Valle;936
1999;141;Sevilla la Nueva;3243
1999;143;Somosierra;95
1999;144;Soto del Real;4870
1999;145;Talamanca de Jarama;1408
1999;146;Tielmes;1923
1999;147;Titulcia;961
1999;148;Torrejón de Ardoz;92262
1999;149;Torrejón de la Calzada;3873
1999;150;Torrejón de Velasco;1774
1999;151;Torrelaguna;2729
1999;152;Torrelodones;12342
1999;153;Torremocha de Jarama;341
1999;154;Torres de la Alameda;4131
1999;903;Tres Cantos;33121
1999;155;Valdaracete;640
1999;156;Valdeavero;575
1999;157;Valdelaguna;527
1999;158;Valdemanco;530
1999;159;Valdemaqueda;549
1999;160;Valdemorillo;5257
1999;161;Valdemoro;25572
1999;162;Valdeolmos-Alalpardo;1725
1999;163;Valdepiélagos;314
1999;164;Valdetorres de Jarama;1872
1999;165;Valdilecha;1847
1999;166;Valverde de Alcalá;271
1999;167;Velilla de San Antonio;5935
1999;168; El Vellón;1101
1999;169;Venturada;734
1999;171;Villa del Prado;3778
1999;170;Villaconejos;2867
1999;172;Villalbilla;3838
1999;173;Villamanrique de Tajo;606
1999;174;Villamanta;1503
1999;175;Villamantilla;332
1999;176;Villanueva de la Cañada;9966
1999;178;Villanueva de Perales;471
1999;177;Villanueva del Pardillo;4042
1999;179;Villar del Olmo;1290
1999;180;Villarejo de Salvanés;5581
1999;181;Villaviciosa de Odón;18465
1999;182;Villavieja del Lozoya;172
1999;183;Zarzalejo;1028
