year,month,district,zone,value
2016,1,ARGANZUELA,DELICIAS,27243
2016,1,ARGANZUELA,ACACIAS,36824
2016,1,ARGANZUELA,PALOS DE MOGUER,25827
2016,1,ARGANZUELA,LEGAZPI,18515
2016,1,ARGANZUELA,ATOCHA,1111
2016,1,ARGANZUELA,CHOPERA,20014
2016,1,ARGANZUELA,IMPERIAL,22771
2016,2,ARGANZUELA,LEGAZPI,18512
2016,2,ARGANZUELA,PALOS DE MOGUER,25697
2016,2,ARGANZUELA,ACACIAS,36768
2016,2,ARGANZUELA,CHOPERA,20002
2016,2,ARGANZUELA,IMPERIAL,22721
2016,2,ARGANZUELA,ATOCHA,1112
2016,2,ARGANZUELA,DELICIAS,27214
2016,3,ARGANZUELA,PALOS DE MOGUER,25787
2016,3,ARGANZUELA,ACACIAS,36793
2016,3,ARGANZUELA,IMPERIAL,22717
2016,3,ARGANZUELA,LEGAZPI,18579
2016,3,ARGANZUELA,DELICIAS,27276
2016,3,ARGANZUELA,CHOPERA,20027
2016,3,ARGANZUELA,ATOCHA,1115
2016,4,ARGANZUELA,CHOPERA,20031
2016,4,ARGANZUELA,ATOCHA,1119
2016,4,ARGANZUELA,PALOS DE MOGUER,25834
2016,4,ARGANZUELA,IMPERIAL,22752
2016,4,ARGANZUELA,LEGAZPI,18645
2016,4,ARGANZUELA,DELICIAS,27362
2016,4,ARGANZUELA,ACACIAS,36848
2016,5,ARGANZUELA,LEGAZPI,18661
2016,5,ARGANZUELA,DELICIAS,27271
2016,5,ARGANZUELA,IMPERIAL,22710
2016,5,ARGANZUELA,ATOCHA,1115
2016,5,ARGANZUELA,CHOPERA,19954
2016,5,ARGANZUELA,PALOS DE MOGUER,25709
2016,5,ARGANZUELA,ACACIAS,36753
2016,6,ARGANZUELA,ATOCHA,1117
2016,6,ARGANZUELA,LEGAZPI,18714
2016,6,ARGANZUELA,PALOS DE MOGUER,25744
2016,6,ARGANZUELA,ACACIAS,36786
2016,6,ARGANZUELA,CHOPERA,19918
2016,6,ARGANZUELA,DELICIAS,27305
2016,6,ARGANZUELA,IMPERIAL,22712
2016,7,ARGANZUELA,PALOS DE MOGUER,25698
2016,7,ARGANZUELA,LEGAZPI,18733
2016,7,ARGANZUELA,IMPERIAL,22676
2016,7,ARGANZUELA,DELICIAS,27258
2016,7,ARGANZUELA,ACACIAS,36745
2016,7,ARGANZUELA,ATOCHA,1114
2016,7,ARGANZUELA,CHOPERA,19879
2016,8,ARGANZUELA,CHOPERA,19876
