year;month;districtId;district;neighborhoodId;neighborhood;value
2018;1;2 ;ARGANZUELA;02002;ACACIAS;36856
2018;1;2 ;ARGANZUELA;02007;ATOCHA;1165
2018;1;2 ;ARGANZUELA;02005;DELICIAS;27586
2018;1;2 ;ARGANZUELA;02001;IMPERIAL;22787
2018;1;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25838
2018;1;2 ;ARGANZUELA;02004;LEGAZPI;19334
2018;1;2 ;ARGANZUELA;02003;CHOPERA;19866
2018;2;2 ;ARGANZUELA;02004;LEGAZPI;19371
2018;2;2 ;ARGANZUELA;02001;IMPERIAL;22784
2018;2;2 ;ARGANZUELA;02005;DELICIAS;27616
2018;2;2 ;ARGANZUELA;02002;ACACIAS;36822
2018;2;2 ;ARGANZUELA;02003;CHOPERA;19882
2018;2;2 ;ARGANZUELA;02007;ATOCHA;1172
2018;2;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25878
2018;3;2 ;ARGANZUELA;02007;ATOCHA;1167
2018;3;2 ;ARGANZUELA;02003;CHOPERA;19845
2018;3;2 ;ARGANZUELA;02002;ACACIAS;36789
2018;3;2 ;ARGANZUELA;02004;LEGAZPI;19405
2018;3;2 ;ARGANZUELA;02005;DELICIAS;27537
2018;3;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25827
2018;3;2 ;ARGANZUELA;02001;IMPERIAL;22764
2018;4;2 ;ARGANZUELA;02007;ATOCHA;1169
2018;4;2 ;ARGANZUELA;02001;IMPERIAL;22766
2018;4;2 ;ARGANZUELA;02005;DELICIAS;27613
2018;4;2 ;ARGANZUELA;02002;ACACIAS;36850
2018;4;2 ;ARGANZUELA;02003;CHOPERA;19949
2018;4;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25876
2018;4;2 ;ARGANZUELA;02004;LEGAZPI;19478
2018;5;2 ;ARGANZUELA;02003;CHOPERA;19870
2018;5;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25841
2018;5;2 ;ARGANZUELA;02005;DELICIAS;27581
2018;5;2 ;ARGANZUELA;02004;LEGAZPI;19477
2018;5;2 ;ARGANZUELA;02002;ACACIAS;36744
2018;5;2 ;ARGANZUELA;02007;ATOCHA;1168
2018;5;2 ;ARGANZUELA;02001;IMPERIAL;22739
2018;6;2 ;ARGANZUELA;02005;DELICIAS;27596
2018;6;2 ;ARGANZUELA;02003;CHOPERA;19883
2018;6;2 ;ARGANZUELA;02004;LEGAZPI;19500
2018;6;2 ;ARGANZUELA;02002;ACACIAS;36740
2018;6;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25812
2018;6;2 ;ARGANZUELA;02001;IMPERIAL;22713
2018;6;2 ;ARGANZUELA;02007;ATOCHA;1166
2018;7;2 ;ARGANZUELA;02005;DELICIAS;27616
2018;7;2 ;ARGANZUELA;02007;ATOCHA;1165
2018;7;2 ;ARGANZUELA;02003;CHOPERA;19883
2018;7;2 ;ARGANZUELA;02001;IMPERIAL;22710
2018;7;2 ;ARGANZUELA;02002;ACACIAS;36774
2018;7;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25805
2018;7;2 ;ARGANZUELA;02004;LEGAZPI;19561
2018;8;2 ;ARGANZUELA;02001;IMPERIAL;22721
2018;8;2 ;ARGANZUELA;02003;CHOPERA;19914
2018;8;2 ;ARGANZUELA;02004;LEGAZPI;19538
2018;8;2 ;ARGANZUELA;02005;DELICIAS;27613
2018;8;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25817
2018;8;2 ;ARGANZUELA;02007;ATOCHA;1159
2018;8;2 ;ARGANZUELA;02002;ACACIAS;36795
2018;9;2 ;ARGANZUELA;02001;IMPERIAL;22747
2018;9;2 ;ARGANZUELA;02005;DELICIAS;27636
2018;9;2 ;ARGANZUELA;02007;ATOCHA;1156
2018;9;2 ;ARGANZUELA;02002;ACACIAS;36810
2018;9;2 ;ARGANZUELA;02004;LEGAZPI;19599
2018;9;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25812
2018;9;2 ;ARGANZUELA;02003;CHOPERA;19879
2018;10;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25823
2018;10;2 ;ARGANZUELA;02004;LEGAZPI;19615
2018;10;2 ;ARGANZUELA;02002;ACACIAS;36852
2018;10;2 ;ARGANZUELA;02003;CHOPERA;19901
2018;10;2 ;ARGANZUELA;02005;DELICIAS;27671
2018;10;2 ;ARGANZUELA;02001;IMPERIAL;22756
2018;10;2 ;ARGANZUELA;02007;ATOCHA;1158
2018;11;2 ;ARGANZUELA;02007;ATOCHA;1164
2018;11;2 ;ARGANZUELA;02001;IMPERIAL;22817
2018;11;2 ;ARGANZUELA;02005;DELICIAS;27767
2018;11;2 ;ARGANZUELA;02004;LEGAZPI;19674
2018;11;2 ;ARGANZUELA;02003;CHOPERA;20000
2018;11;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25868
2018;11;2 ;ARGANZUELA;02002;ACACIAS;36910
2018;12;2 ;ARGANZUELA;02007;ATOCHA;1176
2018;12;2 ;ARGANZUELA;02003;CHOPERA;20048
2018;12;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25894
2018;12;2 ;ARGANZUELA;02004;LEGAZPI;19673
2018;12;2 ;ARGANZUELA;02002;ACACIAS;36907
2018;12;2 ;ARGANZUELA;02005;DELICIAS;27740
2018;12;2 ;ARGANZUELA;02001;IMPERIAL;22822
2018;1;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19491
2018;1;1 ;BARAJAS;21005;CORRALEJOS;7548
2018;1;1 ;BARAJAS;21004;TIMON;11861
2018;1;1 ;BARAJAS;21003;CASCO H.BARAJAS;7384
2018;1;1 ;BARAJAS;21002;AEROPUERTO;1792
2018;2;1 ;BARAJAS;21003;CASCO H.BARAJAS;7398
2018;2;1 ;BARAJAS;21002;AEROPUERTO;1800
2018;2;1 ;BARAJAS;21005;CORRALEJOS;7569
2018;2;1 ;BARAJAS;21004;TIMON;11927
2018;2;1 ;BARAJAS;21001;ALAMEDA DE OSUNA;19500
2018;3;1 ;BARAJAS;21005;CORRALEJOS;7585
2018;3;1 ;BARAJAS;21002;AEROPUERTO;1811
2018;3;1 ;BARAJAS;21003;CASCO H.BARAJAS;7400
