year;townId;name;value
2019;1; La Acebeda;84
2019;2;Ajalvir;4712
2019;3;Alameda del Valle;200
2019;4; El Álamo;9470
2019;5;Alcalá de Henares;195649
2019;6;Alcobendas;117040
2019;7;Alcorcón;170514
2019;8;Aldea del Fresno;2838
2019;9;Algete;20611
2019;10;Alpedrete;14575
2019;11;Ambite;592
2019;12;Anchuelo;1271
2019;13;Aranjuez;59607
2019;14;Arganda del Rey;55389
2019;15;Arroyomolinos;31396
2019;16; El Atazar;89
2019;17;Batres;1684
2019;18;Becerril de la Sierra;5714
2019;19;Belmonte de Tajo;1664
2019;21; El Berrueco;760
2019;20;Berzosa del Lozoya;205
2019;22;Boadilla del Monte;54570
2019;23; El Boalo;7508
2019;24;Braojos;205
2019;25;Brea de Tajo;524
2019;26;Brunete;10736
2019;27;Buitrago del Lozoya;1884
2019;28;Bustarviejo;2503
2019;29;Cabanillas de la Sierra;756
2019;30; La Cabrera;2667
2019;31;Cadalso de los Vidrios;3039
2019;32;Camarma de Esteruelas;7336
2019;33;Campo Real;6210
2019;34;Canencia;447
2019;35;Carabaña;2010
2019;36;Casarrubuelos;3778
2019;37;Cenicientos;2033
2019;38;Cercedilla;7026
2019;39;Cervera de Buitrago;150
2019;51;Chapinería;2328
2019;52;Chinchón;5331
2019;40;Ciempozuelos;24592
2019;41;Cobeña;7428
2019;46;Collado Mediano;6958
2019;47;Collado Villalba;63679
2019;43;Colmenar de Oreja;8032
2019;42;Colmenar del Arroyo;1725
2019;45;Colmenar Viejo;50752
2019;44;Colmenarejo;9130
2019;48;Corpa;713
2019;49;Coslada;81661
2019;50;Cubas de la Sagra;6413
2019;53;Daganzo de Arriba;10205
2019;54; El Escorial;16162
2019;55;Estremera;1260
2019;56;Fresnedillas de la Oliva;1572
2019;57;Fresno de Torote;2221
2019;58;Fuenlabrada;193700
2019;59;Fuente el Saz de Jarama;6696
2019;60;Fuentidueña de Tajo;2053
2019;61;Galapagar;33742
2019;62;Garganta de los Montes;347
2019;63;Gargantilla del Lozoya y Pinilla de Buitrago;316
2019;64;Gascones;193
2019;65;Getafe;183374
2019;66;Griñón;10319
2019;67;Guadalix de la Sierra;6214
2019;68;Guadarrama;16032
2019;69; La Hiruela;57
2019;70;Horcajo de la Sierra-Aoslos;145
2019;71;Horcajuelo de la Sierra;86
2019;72;Hoyo de Manzanares;8434
2019;73;Humanes de Madrid;19743
2019;74;Leganés;189861
2019;75;Loeches;8791
2019;76;Lozoya;581
2019;901;Lozoyuela-Navas-Sieteiglesias;1299
2019;78;Madarcos;48
2019;79;Madrid;3266126
2019;80;Majadahonda;71826
2019;82;Manzanares el Real;8840
2019;83;Meco;14305
2019;84;Mejorada del Campo;23274
2019;85;Miraflores de la Sierra;6108
2019;86; El Molar;8938
2019;87; Los Molinos;4389
2019;88;Montejo de la Sierra;353
2019;89;Moraleja de Enmedio;5136
2019;90;Moralzarzal;13026
2019;91;Morata de Tajuña;7683
2019;92;Móstoles;209184
2019;93;Navacerrada;2972
2019;94;Navalafuente;1449
2019;95;Navalagamella;2610
2019;96;Navalcarnero;29298
2019;97;Navarredonda y San Mamés;129
2019;99;Navas del Rey;2918
2019;100;Nuevo Baztán;6276
2019;101;Olmeda de las Fuentes;348
2019;102;Orusco de Tajuña;1244
2019;104;Paracuellos de Jarama;25269
2019;106;Parla;130124
2019;107;Patones;541
2019;108;Pedrezuela;5892
2019;109;Pelayos de la Presa;2596
2019;110;Perales de Tajuña;2935
2019;111;Pezuela de las Torres;842
2019;112;Pinilla del Valle;191
2019;113;Pinto;52526
2019;114;Piñuécar-Gandullas;185
2019;115;Pozuelo de Alarcón;86422
2019;116;Pozuelo del Rey;1147
2019;117;Prádena del Rincón;117
2019;118;Puebla de la Sierra;65
2019;902;Puentes Viejas;679
2019;119;Quijorna;3439
2019;120;Rascafría;1664
2019;121;Redueña;260
2019;122;Ribatejada;783
2019;123;Rivas-Vaciamadrid;88150
2019;124;Robledillo de la Jara;80
2019;125;Robledo de Chavela;4270
2019;126;Robregordo;58
2019;127; Las Rozas de Madrid;95814
2019;128;Rozas de Puerto Real;530
2019;129;San Agustín del Guadalix;13379
2019;130;San Fernando de Henares;39432
2019;131;San Lorenzo de El Escorial;18369
2019;132;San Martín de la Vega;19170
2019;133;San Martín de Valdeiglesias;8459
2019;134;San Sebastián de los Reyes;89276
2019;135;Santa María de la Alameda;1254
2019;136;Santorcaz;886
2019;137; Los Santos de la Humosa;2590
2019;138; La Serna del Monte;81
2019;140;Serranillos del Valle;4165
2019;141;Sevilla la Nueva;9318
2019;143;Somosierra;86
2019;144;Soto del Real;8799
2019;145;Talamanca de Jarama;3857
2019;146;Tielmes;2650
2019;147;Titulcia;1313
2019;148;Torrejón de Ardoz;131376
2019;149;Torrejón de la Calzada;8872
2019;150;Torrejón de Velasco;4382
2019;151;Torrelaguna;4760
2019;152;Torrelodones;23717
2019;153;Torremocha de Jarama;1019
2019;154;Torres de la Alameda;7779
2019;903;Tres Cantos;47722
2019;155;Valdaracete;609
2019;156;Valdeavero;1554
2019;157;Valdelaguna;937
2019;158;Valdemanco;914
2019;159;Valdemaqueda;781
2019;160;Valdemorillo;12518
2019;161;Valdemoro;75983
2019;162;Valdeolmos-Alalpardo;4136
2019;163;Valdepiélagos;584
2019;164;Valdetorres de Jarama;4497
2019;165;Valdilecha;2933
2019;166;Valverde de Alcalá;465
2019;167;Velilla de San Antonio;12236
2019;168; El Vellón;1958
2019;169;Venturada;2163
2019;171;Villa del Prado;6520
2019;170;Villaconejos;3388
2019;172;Villalbilla;13878
2019;173;Villamanrique de Tajo;703
2019;174;Villamanta;2555
2019;175;Villamantilla;1441
2019;176;Villanueva de la Cañada;21445
2019;178;Villanueva de Perales;1563
2019;177;Villanueva del Pardillo;17180
2019;179;Villar del Olmo;2011
2019;180;Villarejo de Salvanés;7335
2019;181;Villaviciosa de Odón;27835
2019;182;Villavieja del Lozoya;253
2019;183;Zarzalejo;1658
