year;townId;name;value
2016;1; La Acebeda;66
2016;2;Ajalvir;4440
2016;3;Alameda del Valle;208
2016;4; El Álamo;9017
2016;5;Alcalá de Henares;195907
2016;6;Alcobendas;113340
2016;7;Alcorcón;167354
2016;8;Aldea del Fresno;2584
2016;9;Algete;20311
2016;10;Alpedrete;14417
2016;11;Ambite;595
2016;12;Anchuelo;1215
2016;13;Aranjuez;57932
2016;14;Arganda del Rey;54256
2016;15;Arroyomolinos;28177
2016;16; El Atazar;95
2016;17;Batres;1582
2016;18;Becerril de la Sierra;5439
2016;19;Belmonte de Tajo;1605
2016;21; El Berrueco;752
2016;20;Berzosa del Lozoya;198
2016;22;Boadilla del Monte;49762
2016;23; El Boalo;7225
2016;24;Braojos;201
2016;25;Brea de Tajo;560
2016;26;Brunete;10374
2016;27;Buitrago del Lozoya;1861
2016;28;Bustarviejo;2370
2016;29;Cabanillas de la Sierra;719
2016;30; La Cabrera;2560
2016;31;Cadalso de los Vidrios;2788
2016;32;Camarma de Esteruelas;7050
2016;33;Campo Real;5888
2016;34;Canencia;451
2016;35;Carabaña;1948
2016;36;Casarrubuelos;3589
2016;37;Cenicientos;1986
2016;38;Cercedilla;6751
2016;39;Cervera de Buitrago;157
2016;51;Chapinería;2214
2016;52;Chinchón;5294
2016;40;Ciempozuelos;23773
2016;41;Cobeña;7009
2016;46;Collado Mediano;6583
2016;47;Collado Villalba;61597
2016;43;Colmenar de Oreja;7946
2016;42;Colmenar del Arroyo;1632
2016;45;Colmenar Viejo;48020
2016;44;Colmenarejo;8945
2016;48;Corpa;672
2016;49;Coslada;84533
2016;50;Cubas de la Sagra;5971
2016;53;Daganzo de Arriba;9981
2016;54; El Escorial;15364
2016;55;Estremera;1319
2016;56;Fresnedillas de la Oliva;1547
2016;57;Fresno de Torote;2044
2016;58;Fuenlabrada;194171
2016;59;Fuente el Saz de Jarama;6403
2016;60;Fuentidueña de Tajo;1936
2016;61;Galapagar;32404
2016;62;Garganta de los Montes;351
2016;63;Gargantilla del Lozoya y Pinilla de Buitrago;325
2016;64;Gascones;171
2016;65;Getafe;176659
2016;66;Griñón;9938
2016;67;Guadalix de la Sierra;5982
2016;68;Guadarrama;15488
2016;69; La Hiruela;54
2016;70;Horcajo de la Sierra-Aoslos;143
2016;71;Horcajuelo de la Sierra;86
2016;72;Hoyo de Manzanares;7965
2016;73;Humanes de Madrid;19563
2016;74;Leganés;187173
2016;75;Loeches;8388
2016;76;Lozoya;576
2016;901;Lozoyuela-Navas-Sieteiglesias;1210
2016;78;Madarcos;47
2016;79;Madrid;3165541
2016;80;Majadahonda;70755
2016;82;Manzanares el Real;8387
2016;83;Meco;13426
2016;84;Mejorada del Campo;22900
2016;85;Miraflores de la Sierra;5754
2016;86; El Molar;8263
2016;87; Los Molinos;4373
2016;88;Montejo de la Sierra;359
2016;89;Moraleja de Enmedio;4984
2016;90;Moralzarzal;12372
2016;91;Morata de Tajuña;7548
2016;92;Móstoles;205614
2016;93;Navacerrada;2885
2016;94;Navalafuente;1266
2016;95;Navalagamella;2423
2016;96;Navalcarnero;26954
2016;97;Navarredonda y San Mamés;132
