year,month,district,zone,value
2012,1,ARGANZUELA,ACACIAS,37607
2012,1,ARGANZUELA,CHOPERA,20841
2012,1,ARGANZUELA,LEGAZPI,17152
2012,1,ARGANZUELA,ATOCHA,1020
2012,1,ARGANZUELA,PALOS DE MOGUER,27383
2012,1,ARGANZUELA,IMPERIAL,23257
2012,1,ARGANZUELA,DELICIAS,27539
2012,2,ARGANZUELA,CHOPERA,20868
2012,2,ARGANZUELA,IMPERIAL,23303
2012,2,ARGANZUELA,ATOCHA,1039
2012,2,ARGANZUELA,LEGAZPI,17190
2012,2,ARGANZUELA,DELICIAS,27613
2012,2,ARGANZUELA,ACACIAS,37659
2012,2,ARGANZUELA,PALOS DE MOGUER,27380
2012,3,ARGANZUELA,ATOCHA,1053
2012,3,ARGANZUELA,IMPERIAL,23329
2012,3,ARGANZUELA,PALOS DE MOGUER,27279
2012,3,ARGANZUELA,LEGAZPI,17255
2012,3,ARGANZUELA,DELICIAS,27647
2012,3,ARGANZUELA,CHOPERA,20891
2012,3,ARGANZUELA,ACACIAS,37649
2012,4,ARGANZUELA,CHOPERA,20869
2012,4,ARGANZUELA,LEGAZPI,17327
2012,4,ARGANZUELA,PALOS DE MOGUER,27342
2012,4,ARGANZUELA,IMPERIAL,23385
2012,4,ARGANZUELA,DELICIAS,27676
2012,4,ARGANZUELA,ACACIAS,37649
2012,4,ARGANZUELA,ATOCHA,1057
2012,5,ARGANZUELA,ACACIAS,37545
2012,5,ARGANZUELA,PALOS DE MOGUER,27244
2012,5,ARGANZUELA,IMPERIAL,23329
2012,5,ARGANZUELA,LEGAZPI,17326
2012,5,ARGANZUELA,DELICIAS,27538
2012,5,ARGANZUELA,CHOPERA,20866
2012,5,ARGANZUELA,ATOCHA,1055
2012,6,ARGANZUELA,ACACIAS,37520
2012,6,ARGANZUELA,DELICIAS,27503
2012,6,ARGANZUELA,ATOCHA,1062
2012,6,ARGANZUELA,PALOS DE MOGUER,27148
2012,6,ARGANZUELA,CHOPERA,20824
2012,6,ARGANZUELA,IMPERIAL,23313
2012,6,ARGANZUELA,LEGAZPI,17291
