year;month;town_id;districtId;district;neighborhoodId;neighborhood;value
2003;10;79;2;ARGANZUELA;2003;CHOPERA;22950
2003;10;79;2;ARGANZUELA;2007;ATOCHA;1148
2003;10;79;2;ARGANZUELA;2002;ACACIAS;37851
2003;10;79;2;ARGANZUELA;2004;LEGAZPI;8711
2003;10;79;2;ARGANZUELA;2006;PALOS DE MOGUER;28246
2003;10;79;2;ARGANZUELA;2005;DELICIAS;25111
2003;10;79;2;ARGANZUELA;2001;IMPERIAL;22877
2003;11;79;2;ARGANZUELA;2007;ATOCHA;1149
2003;11;79;2;ARGANZUELA;2003;CHOPERA;22914
2003;11;79;2;ARGANZUELA;2005;DELICIAS;25141
2003;11;79;2;ARGANZUELA;2004;LEGAZPI;8764
2003;11;79;2;ARGANZUELA;2002;ACACIAS;37867
2003;11;79;2;ARGANZUELA;2006;PALOS DE MOGUER;28228
2003;11;79;2;ARGANZUELA;2001;IMPERIAL;22898
2003;12;79;2;ARGANZUELA;2005;DELICIAS;25156
2003;12;79;2;ARGANZUELA;2004;LEGAZPI;8839
2003;12;79;2;ARGANZUELA;2003;CHOPERA;22920
2003;12;79;2;ARGANZUELA;2006;PALOS DE MOGUER;28285
2003;12;79;2;ARGANZUELA;2007;ATOCHA;1145
2003;12;79;2;ARGANZUELA;2002;ACACIAS;37886
2003;12;79;2;ARGANZUELA;2001;IMPERIAL;22936
2003;10;79;21;BARAJAS;21005;CORRALEJOS;4130
2003;10;79;21;BARAJAS;21002;AEROPUERTO;2412
2003;10;79;21;BARAJAS;21004;TIMON;7316
2003;10;79;21;BARAJAS;21003;CASCO H.BARAJAS;7766
2003;10;79;21;BARAJAS;21001;ALAMEDA DE OSUNA;19747
2003;11;79;21;BARAJAS;21003;CASCO H.BARAJAS;7772
2003;11;79;21;BARAJAS;21002;AEROPUERTO;2423
2003;11;79;21;BARAJAS;21001;ALAMEDA DE OSUNA;19757
2003;11;79;21;BARAJAS;21004;TIMON;7311
2003;11;79;21;BARAJAS;21005;CORRALEJOS;4186
2003;12;79;21;BARAJAS;21003;CASCO H.BARAJAS;7775
2003;12;79;21;BARAJAS;21004;TIMON;7306
2003;12;79;21;BARAJAS;21002;AEROPUERTO;2390
2003;12;79;21;BARAJAS;21001;ALAMEDA DE OSUNA;19790
2003;12;79;21;BARAJAS;21005;CORRALEJOS;4240
2003;10;79;11;CARABANCHEL;11004;VISTA ALEGRE;49003
2003;10;79;11;CARABANCHEL;11005;PUERTA BONITA;34573
2003;10;79;11;CARABANCHEL;11001;COMILLAS;25485
2003;10;79;11;CARABANCHEL;11006;BUENAVISTA;25939
2003;10;79;11;CARABANCHEL;11007;ABRANTES;28674
2003;10;79;11;CARABANCHEL;11002;OPAÑEL;34052
2003;10;79;11;CARABANCHEL;11003;SAN ISIDRO;41485
2003;11;79;11;CARABANCHEL;11005;PUERTA BONITA;34587
2003;11;79;11;CARABANCHEL;11006;BUENAVISTA;25974
2003;11;79;11;CARABANCHEL;11004;VISTA ALEGRE;49069
2003;11;79;11;CARABANCHEL;11002;OPAÑEL;34078
2003;11;79;11;CARABANCHEL;11001;COMILLAS;25529
2003;11;79;11;CARABANCHEL;11007;ABRANTES;28793
2003;11;79;11;CARABANCHEL;11003;SAN ISIDRO;40475
2003;12;79;11;CARABANCHEL;11006;BUENAVISTA;25911
2003;12;79;11;CARABANCHEL;11007;ABRANTES;28934
2003;12;79;11;CARABANCHEL;11004;VISTA ALEGRE;49105
2003;12;79;11;CARABANCHEL;11005;PUERTA BONITA;34662
2003;12;79;11;CARABANCHEL;11003;SAN ISIDRO;40450
2003;12;79;11;CARABANCHEL;11002;OPAÑEL;34120
2003;12;79;11;CARABANCHEL;11001;COMILLAS;25474
2003;10;79;1;CENTRO;1002;EMBAJADORES;50890
2003;10;79;1;CENTRO;1004;JUSTICIA;18052
2003;10;79;1;CENTRO;1006;SOL;9101
2003;10;79;1;CENTRO;1003;CORTES;11718
2003;10;79;1;CENTRO;1001;PALACIO;25416
2003;10;79;1;CENTRO;1005;UNIVERSIDAD;36071
2003;11;79;1;CENTRO;1004;JUSTICIA;18110
2003;11;79;1;CENTRO;1003;CORTES;11728
2003;11;79;1;CENTRO;1006;SOL;9131
2003;11;79;1;CENTRO;1001;PALACIO;25455
2003;11;79;1;CENTRO;1005;UNIVERSIDAD;36112
2003;11;79;1;CENTRO;1002;EMBAJADORES;50946
2003;12;79;1;CENTRO;1001;PALACIO;25445
2003;12;79;1;CENTRO;1006;SOL;9132
2003;12;79;1;CENTRO;1005;UNIVERSIDAD;36107
2003;12;79;1;CENTRO;1004;JUSTICIA;18139
2003;12;79;1;CENTRO;1002;EMBAJADORES;50998
2003;12;79;1;CENTRO;1003;CORTES;11747
2003;10;79;5;CHAMARTIN;5006;CASTILLA;17495
2003;10;79;5;CHAMARTIN;5002;PROSPERIDAD;38163
2003;10;79;5;CHAMARTIN;5001;EL VISO;15504
2003;10;79;5;CHAMARTIN;5004;HISPANOAMERICA;30611
2003;10;79;5;CHAMARTIN;5003;CIUDAD JARDIN;19045
2003;10;79;5;CHAMARTIN;5005;NUEVA ESPAÑA;22814
2003;11;79;5;CHAMARTIN;5005;NUEVA ESPAÑA;22786
2003;11;79;5;CHAMARTIN;5004;HISPANOAMERICA;30605
2003;11;79;5;CHAMARTIN;5003;CIUDAD JARDIN;19051
2003;11;79;5;CHAMARTIN;5001;EL VISO;15543
2003;11;79;5;CHAMARTIN;5002;PROSPERIDAD;38185
2003;11;79;5;CHAMARTIN;5006;CASTILLA;17491
2003;12;79;5;CHAMARTIN;5002;PROSPERIDAD;38139
2003;12;79;5;CHAMARTIN;5004;HISPANOAMERICA;30672
2003;12;79;5;CHAMARTIN;5001;EL VISO;15563
2003;12;79;5;CHAMARTIN;5006;CASTILLA;17467
2003;12;79;5;CHAMARTIN;5003;CIUDAD JARDIN;18998
2003;12;79;5;CHAMARTIN;5005;NUEVA ESPAÑA;22812
2003;10;79;7;CHAMBERI;7004;ALMAGRO;20813
2003;10;79;7;CHAMBERI;7001;GAZTAMBIDE;26353
2003;10;79;7;CHAMBERI;7002;ARAPILES;28304
2003;10;79;7;CHAMBERI;7006;VALLEHERMOSO;21295
2003;10;79;7;CHAMBERI;7003;TRAFALGAR;27568
2003;10;79;7;CHAMBERI;7005;RIOS ROSAS;28535
2003;11;79;7;CHAMBERI;7005;RIOS ROSAS;28577
2003;11;79;7;CHAMBERI;7004;ALMAGRO;20859
2003;11;79;7;CHAMBERI;7003;TRAFALGAR;27637
2003;11;79;7;CHAMBERI;7002;ARAPILES;28320
2003;11;79;7;CHAMBERI;7001;GAZTAMBIDE;26384
2003;11;79;7;CHAMBERI;7006;VALLEHERMOSO;21315
2003;12;79;7;CHAMBERI;7005;RIOS ROSAS;28513
2003;12;79;7;CHAMBERI;7004;ALMAGRO;20867
2003;12;79;7;CHAMBERI;7001;GAZTAMBIDE;26352
2003;12;79;7;CHAMBERI;7006;VALLEHERMOSO;21293
2003;12;79;7;CHAMBERI;7003;TRAFALGAR;27659
2003;12;79;7;CHAMBERI;7002;ARAPILES;28322
2003;10;79;15;CIUDAD LINEAL;15005;SAN PASCUAL;20732
2003;10;79;15;CIUDAD LINEAL;15006;SAN JUAN BAUTISTA;13047
2003;10;79;15;CIUDAD LINEAL;15002;PUEBLO NUEVO;66240
2003;10;79;15;CIUDAD LINEAL;15003;QUINTANA;26428
2003;10;79;15;CIUDAD LINEAL;15001;VENTAS;54194
2003;10;79;15;CIUDAD LINEAL;15007;COLINA;6339
2003;10;79;15;CIUDAD LINEAL;15009;COSTILLARES;23729
2003;10;79;15;CIUDAD LINEAL;15008;ATALAYA;1698
2003;10;79;15;CIUDAD LINEAL;15004;CONCEPCION;22482
2003;11;79;15;CIUDAD LINEAL;15002;PUEBLO NUEVO;66214
2003;11;79;15;CIUDAD LINEAL;15004;CONCEPCION;22500
2003;11;79;15;CIUDAD LINEAL;15009;COSTILLARES;23714
2003;11;79;15;CIUDAD LINEAL;15008;ATALAYA;1702
2003;11;79;15;CIUDAD LINEAL;15006;SAN JUAN BAUTISTA;13056
2003;11;79;15;CIUDAD LINEAL;15005;SAN PASCUAL;20714
2003;11;79;15;CIUDAD LINEAL;15007;COLINA;6370
2003;11;79;15;CIUDAD LINEAL;15003;QUINTANA;26478
2003;11;79;15;CIUDAD LINEAL;15001;VENTAS;54239
2003;12;79;15;CIUDAD LINEAL;15003;QUINTANA;26534
2003;12;79;15;CIUDAD LINEAL;15005;SAN PASCUAL;20693
2003;12;79;15;CIUDAD LINEAL;15007;COLINA;6378
2003;12;79;15;CIUDAD LINEAL;15004;CONCEPCION;22537
2003;12;79;15;CIUDAD LINEAL;15009;COSTILLARES;23730
2003;12;79;15;CIUDAD LINEAL;15001;VENTAS;54215
2003;12;79;15;CIUDAD LINEAL;15002;PUEBLO NUEVO;66212
2003;12;79;15;CIUDAD LINEAL;15008;ATALAYA;1704
