year;month;districtId;district;neighborhoodId;neighborhood;value
2020;1;2;ARGANZUELA;2004;LEGAZPI;19820
2020;1;2;ARGANZUELA;2006;PALOS DE MOGUER;26344
2020;1;2;ARGANZUELA;2003;CHOPERA;20356
2020;1;2;ARGANZUELA;2005;DELICIAS;28379
2020;1;2;ARGANZUELA;2001;IMPERIAL;22982
2020;1;2;ARGANZUELA;2007;ATOCHA;1297
2020;1;2;ARGANZUELA;2002;ACACIAS;37049
2020;2;2;ARGANZUELA;2002;ACACIAS;37080
2020;2;2;ARGANZUELA;2006;PALOS DE MOGUER;26355
2020;2;2;ARGANZUELA;2004;LEGAZPI;19873
2020;2;2;ARGANZUELA;2001;IMPERIAL;22975
2020;2;2;ARGANZUELA;2003;CHOPERA;20380
2020;2;2;ARGANZUELA;2005;DELICIAS;28463
2020;2;2;ARGANZUELA;2007;ATOCHA;1329
2020;3;2;ARGANZUELA;2001;IMPERIAL;22991
2020;3;2;ARGANZUELA;2007;ATOCHA;1335
2020;3;2;ARGANZUELA;2005;DELICIAS;28471
2020;3;2;ARGANZUELA;2004;LEGAZPI;19846
2020;3;2;ARGANZUELA;2002;ACACIAS;37049
2020;3;2;ARGANZUELA;2006;PALOS DE MOGUER;26366
2020;3;2;ARGANZUELA;2003;CHOPERA;20354
2020;4;2;ARGANZUELA;2004;LEGAZPI;19861
2020;4;2;ARGANZUELA;2003;CHOPERA;20333
2020;4;2;ARGANZUELA;2002;ACACIAS;37014
2020;4;2;ARGANZUELA;2007;ATOCHA;1342
2020;4;2;ARGANZUELA;2001;IMPERIAL;22955
2020;4;2;ARGANZUELA;2006;PALOS DE MOGUER;26326
2020;4;2;ARGANZUELA;2005;DELICIAS;28473
2020;5;2;ARGANZUELA;2003;CHOPERA;20373
2020;5;2;ARGANZUELA;2001;IMPERIAL;22971
2020;5;2;ARGANZUELA;2005;DELICIAS;28548
2020;5;2;ARGANZUELA;2004;LEGAZPI;19843
2020;5;2;ARGANZUELA;2007;ATOCHA;1355
2020;5;2;ARGANZUELA;2002;ACACIAS;37030
2020;5;2;ARGANZUELA;2006;PALOS DE MOGUER;26369
2020;6;2;ARGANZUELA;2004;LEGAZPI;19821
2020;6;2;ARGANZUELA;2002;ACACIAS;36885
2020;6;2;ARGANZUELA;2007;ATOCHA;1375
2020;6;2;ARGANZUELA;2003;CHOPERA;20281
2020;6;2;ARGANZUELA;2001;IMPERIAL;22891
2020;6;2;ARGANZUELA;2005;DELICIAS;28501
2020;6;2;ARGANZUELA;2006;PALOS DE MOGUER;26251
2020;7;2;ARGANZUELA;2005;DELICIAS;28479
2020;7;2;ARGANZUELA;2001;IMPERIAL;22813
2020;7;2;ARGANZUELA;2007;ATOCHA;1386
2020;7;2;ARGANZUELA;2003;CHOPERA;20254
2020;7;2;ARGANZUELA;2004;LEGAZPI;19795
2020;7;2;ARGANZUELA;2006;PALOS DE MOGUER;26200
2020;7;2;ARGANZUELA;2002;ACACIAS;36717
2020;8;2;ARGANZUELA;2002;ACACIAS;36661
2020;8;2;ARGANZUELA;2005;DELICIAS;28520
2020;8;2;ARGANZUELA;2001;IMPERIAL;22784
2020;8;2;ARGANZUELA;2007;ATOCHA;1404
2020;8;2;ARGANZUELA;2006;PALOS DE MOGUER;26111
2020;8;2;ARGANZUELA;2003;CHOPERA;20253
2020;8;2;ARGANZUELA;2004;LEGAZPI;19771
2020;9;2;ARGANZUELA;2002;ACACIAS;36686
2020;9;2;ARGANZUELA;2005;DELICIAS;28564
2020;9;2;ARGANZUELA;2007;ATOCHA;1427
2020;9;2;ARGANZUELA;2006;PALOS DE MOGUER;26037
2020;9;2;ARGANZUELA;2004;LEGAZPI;19762
2020;9;2;ARGANZUELA;2003;CHOPERA;20221
2020;9;2;ARGANZUELA;2001;IMPERIAL;22796
2020;10;2;ARGANZUELA;2006;PALOS DE MOGUER;26021
2020;10;2;ARGANZUELA;2007;ATOCHA;1439
