year,month,district,zone,value
2009,1,ARGANZUELA,ACACIAS,38348
2009,1,ARGANZUELA,LEGAZPI,15088
2009,1,ARGANZUELA,ATOCHA,1063
2009,1,ARGANZUELA,CHOPERA,21950
2009,1,ARGANZUELA,DELICIAS,27128
2009,1,ARGANZUELA,IMPERIAL,23311
2009,1,ARGANZUELA,PALOS DE MOGUER,28145
2009,2,ARGANZUELA,DELICIAS,27082
2009,2,ARGANZUELA,LEGAZPI,15147
2009,2,ARGANZUELA,IMPERIAL,23262
2009,2,ARGANZUELA,CHOPERA,21855
2009,2,ARGANZUELA,ATOCHA,1066
2009,2,ARGANZUELA,ACACIAS,38312
2009,2,ARGANZUELA,PALOS DE MOGUER,28109
2009,3,ARGANZUELA,ATOCHA,1062
2009,3,ARGANZUELA,PALOS DE MOGUER,28035
2009,3,ARGANZUELA,ACACIAS,38282
2009,3,ARGANZUELA,IMPERIAL,23264
2009,3,ARGANZUELA,CHOPERA,21838
2009,3,ARGANZUELA,LEGAZPI,15267
2009,3,ARGANZUELA,DELICIAS,27101
2009,4,ARGANZUELA,LEGAZPI,15370
2009,4,ARGANZUELA,DELICIAS,27217
2009,4,ARGANZUELA,ACACIAS,38371
2009,4,ARGANZUELA,PALOS DE MOGUER,28169
2009,4,ARGANZUELA,IMPERIAL,23368
2009,4,ARGANZUELA,ATOCHA,1058
2009,4,ARGANZUELA,CHOPERA,21939
2009,5,ARGANZUELA,IMPERIAL,23308
2009,5,ARGANZUELA,ACACIAS,38271
2009,5,ARGANZUELA,PALOS DE MOGUER,27997
2009,5,ARGANZUELA,ATOCHA,1045
2009,5,ARGANZUELA,CHOPERA,21812
2009,5,ARGANZUELA,LEGAZPI,15395
2009,5,ARGANZUELA,DELICIAS,27069
2009,6,ARGANZUELA,ATOCHA,1042
2009,6,ARGANZUELA,DELICIAS,27007
2009,6,ARGANZUELA,PALOS DE MOGUER,27971
2009,6,ARGANZUELA,LEGAZPI,15448
2009,6,ARGANZUELA,CHOPERA,21826
2009,6,ARGANZUELA,IMPERIAL,23329
2009,6,ARGANZUELA,ACACIAS,38255
2009,7,ARGANZUELA,DELICIAS,27056
2009,7,ARGANZUELA,LEGAZPI,15505
2009,7,ARGANZUELA,CHOPERA,21791
2009,7,ARGANZUELA,IMPERIAL,23338
2009,7,ARGANZUELA,ACACIAS,38268
2009,7,ARGANZUELA,PALOS DE MOGUER,27975
2009,7,ARGANZUELA,ATOCHA,1038
2009,8,ARGANZUELA,ACACIAS,38252
2009,8,ARGANZUELA,ATOCHA,1035
2009,8,ARGANZUELA,DELICIAS,27065
2009,8,ARGANZUELA,IMPERIAL,23311
2009,8,ARGANZUELA,PALOS DE MOGUER,27953
2009,8,ARGANZUELA,CHOPERA,21754
2009,8,ARGANZUELA,LEGAZPI,15592
2009,9,ARGANZUELA,DELICIAS,27079
2009,9,ARGANZUELA,IMPERIAL,23331
2009,9,ARGANZUELA,PALOS DE MOGUER,27990
2009,9,ARGANZUELA,ATOCHA,1022
2009,9,ARGANZUELA,CHOPERA,21782
2009,9,ARGANZUELA,ACACIAS,38269
