year;month;town_id;districtId;district;neighborhoodId;neighborhood;value
2009;1;79;2;ARGANZUELA;2001;IMPERIAL;23311
2009;1;79;2;ARGANZUELA;2003;CHOPERA;21950
2009;1;79;2;ARGANZUELA;2007;ATOCHA;1063
2009;1;79;2;ARGANZUELA;2002;ACACIAS;38348
2009;1;79;2;ARGANZUELA;2006;PALOS DE MOGUER;28145
2009;1;79;2;ARGANZUELA;2004;LEGAZPI;15088
2009;1;79;2;ARGANZUELA;2005;DELICIAS;27128
2009;2;79;2;ARGANZUELA;2005;DELICIAS;27082
2009;2;79;2;ARGANZUELA;2003;CHOPERA;21855
2009;2;79;2;ARGANZUELA;2007;ATOCHA;1066
2009;2;79;2;ARGANZUELA;2004;LEGAZPI;15147
2009;2;79;2;ARGANZUELA;2001;IMPERIAL;23262
2009;2;79;2;ARGANZUELA;2002;ACACIAS;38312
2009;2;79;2;ARGANZUELA;2006;PALOS DE MOGUER;28109
2009;3;79;2;ARGANZUELA;2001;IMPERIAL;23264
2009;3;79;2;ARGANZUELA;2007;ATOCHA;1062
2009;3;79;2;ARGANZUELA;2005;DELICIAS;27101
2009;3;79;2;ARGANZUELA;2006;PALOS DE MOGUER;28035
2009;3;79;2;ARGANZUELA;2002;ACACIAS;38282
2009;3;79;2;ARGANZUELA;2003;CHOPERA;21838
2009;3;79;2;ARGANZUELA;2004;LEGAZPI;15267
2009;4;79;2;ARGANZUELA;2005;DELICIAS;27217
2009;4;79;2;ARGANZUELA;2001;IMPERIAL;23368
2009;4;79;2;ARGANZUELA;2006;PALOS DE MOGUER;28169
2009;4;79;2;ARGANZUELA;2007;ATOCHA;1058
2009;4;79;2;ARGANZUELA;2004;LEGAZPI;15370
2009;4;79;2;ARGANZUELA;2003;CHOPERA;21939
2009;4;79;2;ARGANZUELA;2002;ACACIAS;38371
2009;5;79;2;ARGANZUELA;2001;IMPERIAL;23308
2009;5;79;2;ARGANZUELA;2006;PALOS DE MOGUER;27997
2009;5;79;2;ARGANZUELA;2005;DELICIAS;27069
2009;5;79;2;ARGANZUELA;2003;CHOPERA;21812
2009;5;79;2;ARGANZUELA;2002;ACACIAS;38271
2009;5;79;2;ARGANZUELA;2004;LEGAZPI;15395
2009;5;79;2;ARGANZUELA;2007;ATOCHA;1045
2009;6;79;2;ARGANZUELA;2001;IMPERIAL;23329
2009;6;79;2;ARGANZUELA;2007;ATOCHA;1042
2009;6;79;2;ARGANZUELA;2005;DELICIAS;27007
2009;6;79;2;ARGANZUELA;2002;ACACIAS;38255
2009;6;79;2;ARGANZUELA;2006;PALOS DE MOGUER;27971
2009;6;79;2;ARGANZUELA;2003;CHOPERA;21826
2009;6;79;2;ARGANZUELA;2004;LEGAZPI;15448
2009;7;79;2;ARGANZUELA;2005;DELICIAS;27056
2009;7;79;2;ARGANZUELA;2003;CHOPERA;21791
2009;7;79;2;ARGANZUELA;2007;ATOCHA;1038
2009;7;79;2;ARGANZUELA;2001;IMPERIAL;23338
2009;7;79;2;ARGANZUELA;2004;LEGAZPI;15505
2009;7;79;2;ARGANZUELA;2006;PALOS DE MOGUER;27975
2009;7;79;2;ARGANZUELA;2002;ACACIAS;38268
2009;8;79;2;ARGANZUELA;2001;IMPERIAL;23311
2009;8;79;2;ARGANZUELA;2002;ACACIAS;38252
2009;8;79;2;ARGANZUELA;2003;CHOPERA;21754
2009;8;79;2;ARGANZUELA;2006;PALOS DE MOGUER;27953
2009;8;79;2;ARGANZUELA;2005;DELICIAS;27065
2009;8;79;2;ARGANZUELA;2007;ATOCHA;1035
2009;8;79;2;ARGANZUELA;2004;LEGAZPI;15592
2009;9;79;2;ARGANZUELA;2007;ATOCHA;1022
2009;9;79;2;ARGANZUELA;2001;IMPERIAL;23331
2009;9;79;2;ARGANZUELA;2006;PALOS DE MOGUER;27990
2009;9;79;2;ARGANZUELA;2003;CHOPERA;21782
2009;9;79;2;ARGANZUELA;2004;LEGAZPI;15747
2009;9;79;2;ARGANZUELA;2005;DELICIAS;27079
2009;9;79;2;ARGANZUELA;2002;ACACIAS;38269
2009;10;79;2;ARGANZUELA;2005;DELICIAS;27146
2009;10;79;2;ARGANZUELA;2001;IMPERIAL;23296
2009;10;79;2;ARGANZUELA;2003;CHOPERA;21795
2009;10;79;2;ARGANZUELA;2006;PALOS DE MOGUER;27990
2009;10;79;2;ARGANZUELA;2002;ACACIAS;38252
2009;10;79;2;ARGANZUELA;2007;ATOCHA;1018
2009;10;79;2;ARGANZUELA;2004;LEGAZPI;15813
2009;11;79;2;ARGANZUELA;2007;ATOCHA;1011
2009;11;79;2;ARGANZUELA;2003;CHOPERA;21726
2009;11;79;2;ARGANZUELA;2004;LEGAZPI;15852
2009;11;79;2;ARGANZUELA;2001;IMPERIAL;23274
