year;month;districtId;district;neighborhoodId;neighborhood;value
2019;1;2 ;ARGANZUELA;02007;ATOCHA;1176
2019;1;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25885
2019;1;2 ;ARGANZUELA;02001;IMPERIAL;22838
2019;1;2 ;ARGANZUELA;02003;CHOPERA;20073
2019;1;2 ;ARGANZUELA;02002;ACACIAS;36893
2019;1;2 ;ARGANZUELA;02005;DELICIAS;27793
2019;1;2 ;ARGANZUELA;02004;LEGAZPI;19714
2019;2;2 ;ARGANZUELA;02007;ATOCHA;1176
2019;2;2 ;ARGANZUELA;02004;LEGAZPI;19678
2019;2;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25885
2019;2;2 ;ARGANZUELA;02002;ACACIAS;36916
2019;2;2 ;ARGANZUELA;02001;IMPERIAL;22813
2019;2;2 ;ARGANZUELA;02003;CHOPERA;20047
2019;2;2 ;ARGANZUELA;02005;DELICIAS;27879
2019;3;2 ;ARGANZUELA;02002;ACACIAS;36909
2019;3;2 ;ARGANZUELA;02001;IMPERIAL;22811
2019;3;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25907
2019;3;2 ;ARGANZUELA;02007;ATOCHA;1180
2019;3;2 ;ARGANZUELA;02004;LEGAZPI;19689
2019;3;2 ;ARGANZUELA;02003;CHOPERA;20045
2019;3;2 ;ARGANZUELA;02005;DELICIAS;27879
2019;4;2 ;ARGANZUELA;02002;ACACIAS;36887
2019;4;2 ;ARGANZUELA;02001;IMPERIAL;22818
2019;4;2 ;ARGANZUELA;02006;PALOS DE MOGUER;25979
2019;4;2 ;ARGANZUELA;02003;CHOPERA;20066
2019;4;2 ;ARGANZUELA;02005;DELICIAS;27958
2019;4;2 ;ARGANZUELA;02007;ATOCHA;1180
2019;4;2 ;ARGANZUELA;02004;LEGAZPI;19703
2019;5;2 ;ARGANZUELA;02006;PALOS DE MOGUER;26024
2019;5;2 ;ARGANZUELA;02004;LEGAZPI;19722
2019;5;2 ;ARGANZUELA;02003;CHOPERA;20145
2019;5;2 ;ARGANZUELA;02002;ACACIAS;36966
2019;5;2 ;ARGANZUELA;02001;IMPERIAL;22820
2019;5;2 ;ARGANZUELA;02005;DELICIAS;27987
2019;5;2 ;ARGANZUELA;02007;ATOCHA;1179
2019;6;2 ;ARGANZUELA;02003;CHOPERA;20179
2019;6;2 ;ARGANZUELA;02006;PALOS DE MOGUER;26084
2019;6;2 ;ARGANZUELA;02004;LEGAZPI;19768
2019;6;2 ;ARGANZUELA;02001;IMPERIAL;22859
2019;6;2 ;ARGANZUELA;02005;DELICIAS;28083
2019;6;2 ;ARGANZUELA;02007;ATOCHA;1188
2019;6;2 ;ARGANZUELA;02002;ACACIAS;36987
2019;7;2 ;ARGANZUELA;02005;DELICIAS;28155
2019;7;2 ;ARGANZUELA;02001;IMPERIAL;22907
2019;7;2 ;ARGANZUELA;02003;CHOPERA;20208
2019;7;2 ;ARGANZUELA;02004;LEGAZPI;19780
2019;7;2 ;ARGANZUELA;02007;ATOCHA;1194
2019;7;2 ;ARGANZUELA;02006;PALOS DE MOGUER;26171
2019;7;2 ;ARGANZUELA;02002;ACACIAS;36957
2019;8;2 ;ARGANZUELA;02002;ACACIAS;36972
2019;8;2 ;ARGANZUELA;02003;CHOPERA;20240
2019;8;2 ;ARGANZUELA;02001;IMPERIAL;22964
2019;8;2 ;ARGANZUELA;02004;LEGAZPI;19838
2019;8;2 ;ARGANZUELA;02006;PALOS DE MOGUER;26234
2019;8;2 ;ARGANZUELA;02005;DELICIAS;28202
2019;8;2 ;ARGANZUELA;02007;ATOCHA;1189
2019;9;2 ;ARGANZUELA;02004;LEGAZPI;19821
2019;9;2 ;ARGANZUELA;02002;ACACIAS;36906
2019;9;2 ;ARGANZUELA;02005;DELICIAS;28188
2019;9;2 ;ARGANZUELA;02006;PALOS DE MOGUER;26167
2019;9;2 ;ARGANZUELA;02003;CHOPERA;20216
2019;9;2 ;ARGANZUELA;02001;IMPERIAL;22937
2019;9;2 ;ARGANZUELA;02007;ATOCHA;1189
2019;10;2 ;ARGANZUELA;02006;PALOS DE MOGUER;26281
2019;10;2 ;ARGANZUELA;02002;ACACIAS;37013
2019;10;2 ;ARGANZUELA;02005;DELICIAS;28215
2019;10;2 ;ARGANZUELA;02007;ATOCHA;1195
2019;10;2 ;ARGANZUELA;02003;CHOPERA;20302
2019;10;2 ;ARGANZUELA;02004;LEGAZPI;19866
2019;10;2 ;ARGANZUELA;02001;IMPERIAL;22974
2019;11;2 ;ARGANZUELA;02007;ATOCHA;1196
2019;11;2 ;ARGANZUELA;02003;CHOPERA;20319
2019;11;2 ;ARGANZUELA;02005;DELICIAS;28297
2019;11;2 ;ARGANZUELA;02004;LEGAZPI;19865
2019;11;2 ;ARGANZUELA;02001;IMPERIAL;22979
2019;11;2 ;ARGANZUELA;02006;PALOS DE MOGUER;26353
2019;11;2 ;ARGANZUELA;02002;ACACIAS;37053
2019;12;2 ;ARGANZUELA;02005;DELICIAS;28346
