year,month,district,zone,value
2013,1,ARGANZUELA,PALOS DE MOGUER,27125
2013,1,ARGANZUELA,LEGAZPI,17548
2013,1,ARGANZUELA,DELICIAS,27462
2013,1,ARGANZUELA,IMPERIAL,23251
2013,1,ARGANZUELA,CHOPERA,20839
2013,1,ARGANZUELA,ACACIAS,37530
2013,1,ARGANZUELA,ATOCHA,1102
2013,2,ARGANZUELA,CHOPERA,20779
2013,2,ARGANZUELA,ATOCHA,1097
2013,2,ARGANZUELA,IMPERIAL,23242
2013,2,ARGANZUELA,PALOS DE MOGUER,27060
2013,2,ARGANZUELA,ACACIAS,37525
2013,2,ARGANZUELA,DELICIAS,27380
2013,2,ARGANZUELA,LEGAZPI,17559
2013,3,ARGANZUELA,ATOCHA,1092
2013,3,ARGANZUELA,IMPERIAL,23108
2013,3,ARGANZUELA,DELICIAS,27248
2013,3,ARGANZUELA,LEGAZPI,17478
2013,3,ARGANZUELA,CHOPERA,20576
2013,3,ARGANZUELA,PALOS DE MOGUER,26783
2013,3,ARGANZUELA,ACACIAS,37294
2013,4,ARGANZUELA,IMPERIAL,23109
2013,4,ARGANZUELA,ATOCHA,1097
2013,4,ARGANZUELA,PALOS DE MOGUER,26775
2013,4,ARGANZUELA,ACACIAS,37320
2013,4,ARGANZUELA,DELICIAS,27296
2013,4,ARGANZUELA,LEGAZPI,17492
2013,4,ARGANZUELA,CHOPERA,20590
2013,5,ARGANZUELA,ACACIAS,37243
2013,5,ARGANZUELA,DELICIAS,27210
2013,5,ARGANZUELA,ATOCHA,1098
2013,5,ARGANZUELA,LEGAZPI,17497
2013,5,ARGANZUELA,CHOPERA,20472
2013,5,ARGANZUELA,IMPERIAL,23046
2013,5,ARGANZUELA,PALOS DE MOGUER,26680
2013,6,ARGANZUELA,DELICIAS,27211
2013,6,ARGANZUELA,ATOCHA,1092
2013,6,ARGANZUELA,PALOS DE MOGUER,26657
2013,6,ARGANZUELA,IMPERIAL,22997
2013,6,ARGANZUELA,LEGAZPI,17556
2013,6,ARGANZUELA,CHOPERA,20462
2013,6,ARGANZUELA,ACACIAS,37263
2013,7,ARGANZUELA,ACACIAS,37115
2013,7,ARGANZUELA,ATOCHA,1090
2013,7,ARGANZUELA,PALOS DE MOGUER,26416
2013,7,ARGANZUELA,CHOPERA,20300
2013,7,ARGANZUELA,DELICIAS,27028
2013,7,ARGANZUELA,IMPERIAL,22919
2013,7,ARGANZUELA,LEGAZPI,17495
2013,8,ARGANZUELA,CHOPERA,20294
2013,8,ARGANZUELA,ACACIAS,37078
2013,8,ARGANZUELA,DELICIAS,27036
